timestamp,rms_b1,rms_b3,ratio
2003.10.22.20.24.13,0.1300000706129616,0.1311979744359407,1.00921463978697
2003.10.22.20.34.13,0.12965682788645622,0.13169851768545796,1.015746874517011
2003.10.22.20.44.13,0.1296958491288368,0.13066989023812545,1.0075101949355454
2003.10.22.20.54.13,0.1318179480781994,0.13125210973006776,0.9957074256094779
2003.10.22.21.04.13,0.1294962631805813,0.1316638104582083,1.0167382998118206
2003.10.22.21.14.13,0.12936302046741616,0.1316794484664843,1.0179064155328037
2003.10.22.21.24.13,0.12933463742362292,0.1306466369639877,1.0101442240570673
2003.10.22.21.34.13,0.13059095960467076,0.13244215866039408,1.0141755528968264
2003.10.22.21.44.13,0.13101902649132444,0.13223405559455695,1.0092736844088288
2003.10.22.21.54.13,0.12991390741504064,0.130908343822775,1.007654580079386
2003.10.22.22.04.13,0.13125010193448422,0.1316236411521739,1.0028460108768231
2003.10.22.22.14.13,0.13073403157448618,0.13097365215414034,1.0018328860264485
2003.10.22.22.24.13,0.13029309189255536,0.13099057490098526,1.0053531848718815
2003.10.22.22.34.13,0.13051354059002365,0.13178728977444581,1.0097595175080212
2003.10.22.22.44.13,0.13051085679066848,0.1321922790211762,1.012883389718333
2003.10.22.22.54.13,0.1305848974027529,0.13118942110164364,1.0046293538603186
2003.10.22.23.04.13,0.13017202241619308,0.12982742075419776,0.9973527209948883
2003.10.22.23.14.13,0.13078361220984933,0.13087941040652412,1.0007324938886157
2003.10.22.23.24.13,0.13234108247016496,0.13061023260575,0.9869212958507788
2003.10.22.23.34.13,0.1304694408664343,0.13146826327310662,1.007655604255213
2003.10.22.23.44.13,0.13071805727613486,0.13148386604922294,1.0058584773140435
2003.10.22.23.54.13,0.13100299786347927,0.13269411102083384,1.0129089653285408
2003.10.23.00.04.13,0.1316906001207233,0.13245191491867908,1.0057810868600938
2003.10.23.00.14.13,0.13190247843903227,0.13198961936129913,1.0006606465875252
2003.10.23.00.24.13,0.12924024892950095,0.13175842411101746,1.019484450102616
2003.10.23.00.34.13,0.13023694639783,0.13190590981062505,1.0128148229742497
2003.10.23.00.44.13,0.1311893217253814,0.13289130676632877,1.0129735028626046
2003.10.23.00.54.13,0.13274837882278684,0.13164064113501384,0.9916553580721932
2003.10.23.01.04.13,0.13073974662533291,0.13191500837127573,1.0089893224996895
2003.10.23.01.14.13,0.12920793088776275,0.1312583836608161,1.0158694033637494
2003.10.23.01.24.13,0.1303740556428526,0.1320197241640785,1.0126226687749444
2003.10.23.01.34.13,0.12976582574487786,0.13040682868161801,1.0049396898841485
2003.10.23.01.44.13,0.13089752913926841,0.1321522879002313,1.0095858093671721
2003.10.23.01.54.13,0.1308540985876541,0.131582244287437,1.0055645616579227
2003.10.23.02.04.13,0.13078054192609992,0.13165058104042401,1.0066526648499112
2003.10.23.02.14.13,0.13063906435947384,0.13281897741557397,1.01668653298145
2003.10.23.02.24.13,0.13022403434502308,0.13145793610445797,1.0094752229543567
2003.10.23.02.34.13,0.13053161752551803,0.13364491472713008,1.0238509049426543
2003.10.23.02.44.13,0.13029761774281648,0.13227374605901343,1.0151662658951868
2003.10.23.02.54.13,0.12960889052049293,0.12985433696309492,1.0018937469614646
2003.10.23.03.04.13,0.13079066815699478,0.1321557421588138,1.0104370902072344
2003.10.23.03.14.13,0.1302054161339881,0.13164621909478877,1.0110656146539865
2003.10.23.03.24.13,0.13018762208197587,0.1312223538591796,1.0079480042776432
2003.10.23.03.34.13,0.12944478115083474,0.13093043909959404,1.011477156016264
2003.10.23.03.44.13,0.13150715990191847,0.1317242427309676,1.0016507301139423
2003.10.23.03.54.13,0.13134489240818903,0.1311206989582976,0.9982930935053439
2003.10.23.04.04.13,0.1302991435001589,0.13126688209878948,1.0074270526469684
2003.10.23.04.14.13,0.1307418399401565,0.13157158686700987,1.006346452881749
2003.10.23.04.24.13,0.13028547531526682,0.13007552230879663,0.9983885156348998
2003.10.23.04.34.13,0.1318625947586516,0.1314073816464352,0.99654782227629
2003.10.23.04.44.13,0.13034139143154988,0.1320159175638846,1.0128472322870214
2003.10.23.04.54.13,0.13079517156339096,0.13170248175783125,1.0069368783541108
2003.10.23.05.04.13,0.1296214572050814,0.13164580182699284,1.0156173573848088
2003.10.23.05.14.13,0.1314209006398906,0.13243482126980663,1.0077150637758472
2003.10.23.05.24.13,0.1303858836765291,0.13105923282915105,1.0051642795495597
2003.10.23.05.34.13,0.130226818354554,0.1311515516194433,1.0071009433891847
2003.10.23.05.44.13,0.12997437735773634,0.1315588919116288,1.0121909762993617
2003.10.23.05.54.13,0.13001111806423518,0.13122185114816054,1.009312534973564
2003.10.23.06.04.13,0.13052576448851966,0.13130441505929075,1.005965493278835
2003.10.23.06.14.13,0.131245547357508,0.1320446995738446,1.006088985359326
2003.10.23.06.24.13,0.13085664959848478,0.13240821223764315,1.0118569644257218
2003.10.23.06.34.13,0.12935008214145052,0.13105680368075373,1.0131945918475478
2003.10.23.06.44.13,0.13074631365800052,0.13197216836384956,1.0093758261441739
2003.10.23.06.54.13,0.13067531159536935,0.1311453189318413,1.0035967569599322
2003.10.23.07.04.13,0.13105535529822407,0.13064395963630743,0.9968609015558312
2003.10.23.07.14.13,0.13207075647847585,0.1314503444894925,0.9953024272327503
2003.10.23.07.24.13,0.1312755600111841,0.13252688461774226,1.009532045465672
2003.10.23.07.34.13,0.1292077561072912,0.13102146286188668,1.0140371353023838
2003.10.23.07.44.13,0.13106452892444814,0.13247163150764346,1.0107359527001119
2003.10.23.07.54.13,0.12910036917943196,0.13137128770920609,1.0175903333523226
2003.10.23.08.04.13,0.1310632737965951,0.1322755249543661,1.009249358135616
2003.10.23.08.14.13,0.13165232014073092,0.13277282661120132,1.0085111031030265
2003.10.23.08.24.13,0.1306456271094157,0.13146043398348037,1.0062367711196507
2003.10.23.08.34.13,0.13025935048460774,0.1318881482263593,1.0125042673381366
2003.10.23.08.44.13,0.130833361780119,0.13123154836817774,1.0030434637055947
2003.10.23.08.54.13,0.1317864676166525,0.13194649054517327,1.0012142591831679
2003.10.23.09.04.13,0.1315846195775745,0.13172439841833355,1.0010622733964485
2003.10.23.09.14.13,0.1297159383352837,0.13129268353567916,1.012155369807525
2003.10.23.09.24.13,0.13178461450086132,0.13245778384811185,1.0051081027159368
2003.10.23.09.34.13,0.13107483866127062,0.13172241079580715,1.0049404763046097
2003.10.23.09.44.13,0.1312690034605704,0.13261918927981114,1.0102856408112086
2003.10.23.09.54.13,0.13036529805703664,0.1319310264947299,1.0120103160966059
2003.10.23.10.04.13,0.12945760289479188,0.1316244120208852,1.016737596538492
2003.10.23.10.14.13,0.13040333408703791,0.13096528065227106,1.0043092959943654
2003.10.29.14.39.46,0.1510650767777748,0.1597282069568686,1.0573470080833953
2003.10.29.14.49.46,0.1506887909525788,0.15827011560047433,1.0503111386054012
2003.10.29.14.59.46,0.15104596242095275,0.16012325955948162,1.0600962580729645
2003.10.29.15.09.46,0.14987297730468918,0.1574515829598499,1.0505668586255783
2003.10.29.15.19.46,0.15128509794218,0.15691063153611517,1.0371849816700731
2003.10.29.15.29.46,0.15341032202657315,0.15897591654403387,1.036279139786283
2003.10.29.15.39.46,0.15372281597209514,0.15922521438668052,1.035794285837076
2003.10.29.15.49.46,0.15313185858364434,0.15912873789673998,1.0391615393985438
2003.10.29.15.59.46,0.15218584974079596,0.15921917090842302,1.0462153424881897
2003.10.29.16.09.46,0.1545277116632321,0.15888927714788725,1.0282251347522733
2003.10.29.16.19.46,0.15374896563422386,0.15867118583676038,1.0320146557229317
2003.10.29.16.29.46,0.15417889334258356,0.15990195970891039,1.0371196487551007
2003.10.29.16.39.46,0.15373110926249808,0.15843341726125246,1.0305878752928603
2003.10.29.16.49.46,0.15159141734445258,0.15771475546630656,1.0403936992550196
2003.10.29.16.59.46,0.15440837964656623,0.15966228136850882,1.0340260142225994
2003.10.29.17.09.46,0.1535842796546289,0.1584664672422351,1.0317883288484015
2003.10.29.17.19.46,0.15370192274232453,0.1571911851891571,1.0227014885993468
2003.10.29.17.29.46,0.15539988487367035,0.15923251458534426,1.024663015128934
2003.10.29.17.39.46,0.15298487130958205,0.15822341829721748,1.0342422550856982
2003.10.29.17.49.46,0.15382094780742642,0.15925843884013455,1.0353494833455033
2003.10.29.17.59.46,0.15507215542666541,0.15914762395630513,1.026281110999112
2003.10.29.18.09.46,0.1544309943996023,0.15886009208552623,1.0286801085698074
2003.10.29.18.19.46,0.15525594559493727,0.1587414633839112,1.0224501404800797
2003.10.29.18.29.46,0.15510678025557104,0.1590617908874174,1.0254986314932826
2003.10.29.18.39.46,0.1557404488318425,0.160211231416137,1.0287066245013956
2003.10.29.18.49.46,0.15477867688528474,0.15896338866401558,1.0270367460359695
2003.10.29.18.59.46,0.15575208744713706,0.16043104459037652,1.030041055756813
2003.10.29.19.09.46,0.15619200642508485,0.15871370586590025,1.0161448687326062
2003.10.29.19.19.46,0.15519555975471117,0.15792778184139658,1.0176050274312212
2003.10.29.19.29.46,0.15735577613549215,0.1590156920936775,1.0105488085595031
2003.10.29.19.39.46,0.15407669115674993,0.15932835239515009,1.0340847223481544
2003.10.29.19.49.46,0.15467211160831482,0.1601265858198698,1.0352647555841719
2003.10.29.19.59.46,0.15898814215438561,0.15920877498807384,1.0013877313785702
2003.10.29.20.09.46,0.15665693026109034,0.15832267797548183,1.0106330930372203
2003.10.29.20.19.46,0.1565094297840489,0.15779419680369072,1.0082088793078765
2003.10.29.20.29.46,0.15777460327775547,0.1601840917872894,1.0152717133142912
2003.10.29.20.39.46,0.1555238060492569,0.1589728033258067,1.0221766516918798
2003.10.29.20.49.46,0.157324812663761,0.1589146717593773,1.0101055839107476
2003.10.29.20.59.46,0.1571116613147915,0.15897174857723345,1.0118392692615925
2003.10.29.21.09.46,0.1569032853919792,0.15793064343174704,1.0065477152833433
2003.10.29.21.19.46,0.1554834044600902,0.15975372495412665,1.0274647992746555
2003.10.29.21.29.46,0.1564821976258901,0.16030051977652787,1.0244010002963175
2003.10.29.21.39.46,0.15516618044756886,0.15881199884316835,1.0234962179585998
2003.10.29.21.49.46,0.15635999956155866,0.15962953372452535,1.0209102978519737
2003.10.29.21.59.46,0.15733475908398506,0.15969096666369195,1.014975759923776
2003.10.29.22.09.46,0.1521511158701995,0.15769799001473514,1.036456348760976
2003.10.29.22.19.46,0.1534597999642842,0.15916048799089552,1.0371477613546876
2003.10.29.22.29.46,0.1547398692917811,0.15862881016405092,1.025132119408326
2003.10.29.22.39.46,0.15367588406692184,0.15990703338556397,1.040547346491455
2003.10.29.22.49.46,0.15292406395311858,0.15939992161154165,1.0423468844014527
2003.10.29.22.59.46,0.1546632102141618,0.1595023579677292,1.031288292457312
2003.10.29.23.09.46,0.15510108126688302,0.15894547404913148,1.024786369964974
2003.10.29.23.19.46,0.15385127872980736,0.15926483861279417,1.035186967100183
2003.10.29.23.29.46,0.15327339732051312,0.15934106961120775,1.0395872499518386
2003.10.29.23.39.46,0.15298989320172426,0.15871427347743097,1.0374167218233092
2003.10.29.23.49.46,0.15490895353955095,0.15866066076200963,1.0242187887577512
2003.10.29.23.59.46,0.1539890202559098,0.1597859469043664,1.0376450648158086
2003.10.30.00.09.46,0.15407635776924863,0.15883409881780935,1.0308791116135165
2003.10.30.00.19.46,0.15369206717873202,0.16034276532659067,1.0432728784897167
2003.10.30.00.29.46,0.15467751893304096,0.15927245015666158,1.0297065226757984
2003.10.30.00.39.46,0.15201462026854728,0.1574832853233955,1.035974599319377
2003.10.30.00.49.46,0.1503314271477566,0.15710905721623752,1.045084585419517
2003.10.30.00.59.46,0.15361584228833017,0.15929782797655115,1.036988279356996
2003.10.30.01.09.46,0.1517771102997336,0.15901353940118002,1.0476780002409831
2003.10.30.01.19.46,0.15271774989441306,0.15867032418616833,1.0389776191429667
2003.10.30.01.29.46,0.15195473344264404,0.15945289824212197,1.0493447267459302
2003.10.30.01.39.46,0.15096969991680037,0.15911687031226057,1.0539655997193484
2003.10.30.01.49.46,0.1535146512373697,0.15882008895066416,1.0345598134805452
2003.10.30.01.59.46,0.15329038262803704,0.15916292384888198,1.0383099129910505
2003.10.30.02.09.46,0.15232611356247122,0.15921972322445443,1.0452555999806037
2003.10.30.02.19.46,0.15146437351837067,0.15882250558799907,1.0485799524911774
2003.10.30.02.29.46,0.1522630165887407,0.15975964612895835,1.0492347367612314
2003.10.30.02.39.46,0.15145157990158933,0.15949422776829966,1.0531037568042294
2003.10.30.02.49.46,0.15198717982787643,0.15897171417646325,1.0459547598455128
2003.10.30.02.59.46,0.15162309613396635,0.16148095832742554,1.0650155711419407
2003.10.30.03.09.46,0.15046114629022586,0.15792867243212005,1.0496309268273818
2003.10.30.03.19.46,0.15146677663378239,0.15943032863134918,1.052576229418423
2003.10.30.03.29.46,0.1529628120655475,0.1595290095337287,1.042926757030117
2003.10.30.03.39.46,0.1507469258211631,0.15934462072595007,1.057033965090517
2003.10.31.00.09.46,0.1494423226950786,0.158710010957485,1.0620151513658962
2003.10.31.00.19.46,0.1499105371233957,0.16081096982972937,1.072712918754745
2003.10.31.00.29.46,0.15100827662540553,0.16006530527608098,1.0599770347233517
2003.10.31.00.39.46,0.14896261934757535,0.15982834923974884,1.0729426613184105
2003.10.31.00.49.46,0.1495804191952965,0.1597421536854393,1.0679349245363148
2003.10.31.00.59.46,0.15109778966290546,0.16095947862665816,1.065266930679488
2003.10.31.01.09.46,0.15071994981250614,0.16075120573881982,1.0665555949215246
2003.10.31.01.19.46,0.1501527882340289,0.16086056489360787,1.071312539617245
2003.10.31.01.29.46,0.15043239030452973,0.16052024596677633,1.0670590664804642
2003.10.31.01.39.46,0.1480848462189413,0.15963094629072358,1.0779694909140909
2003.10.31.01.49.46,0.15100105238794073,0.16097339284218679,1.066041529489648
2003.10.31.01.59.46,0.15141764276022296,0.16122985778389692,1.0648023231956667
2003.10.31.02.09.46,0.14896917905591664,0.1592494122217371,1.0690091281362415
2003.10.31.02.19.46,0.1487722293329744,0.15889382448961792,1.0680341701003209
2003.10.31.02.29.46,0.1494579984830082,0.1588215991035126,1.0626503814820518
2003.10.31.02.39.46,0.14873319183529823,0.16006681649294927,1.0762010450915453
2003.10.31.02.49.46,0.1496359697315455,0.16021758627308014,1.0707157280466628
2003.10.31.02.59.46,0.1506716296793606,0.16004463748069828,1.0622081796107474
2003.10.31.03.09.46,0.14947808518046632,0.15987431617572676,1.0695502018420222
2003.10.31.03.19.46,0.15059983208432912,0.15946763346537401,1.0588832089539073
2003.10.31.03.29.46,0.15094237505067123,0.1585373933118777,1.0503173363918303
2003.10.31.03.39.46,0.14920754162747815,0.15918350689436234,1.0668596584198864
2003.10.31.03.49.46,0.15017505020183944,0.15984137186647343,1.064367028022579
2003.10.31.03.59.46,0.150082397616172,0.16046852330801906,1.0692028236276516
2003.10.31.04.09.46,0.15048339865740798,0.15978868369662477,1.0618359574693106
2003.10.31.04.19.46,0.15003517898026658,0.15939596767709888,1.062390625721608
2003.10.31.04.29.46,0.14989180831259175,0.16011855806470013,1.0682275427005392
2003.10.31.04.39.46,0.14914396162454083,0.16168515427004462,1.0840878337205186
2003.10.31.04.49.46,0.14897081906078327,0.1600445886661843,1.0743351595649258
2003.10.31.04.59.46,0.15001834637152509,0.16096195854800405,1.0729484922422539
2003.10.31.05.09.46,0.14955271577247226,0.16002038261284873,1.0699931578394195
2003.10.31.05.19.46,0.15094417266565396,0.15994905606820373,1.059657045671421
2003.10.31.05.29.46,0.15019702896450923,0.16129162768152674,1.073866965235638
2003.10.31.05.39.46,0.14948761641332534,0.15817612717167928,1.0581219432540196
2003.10.31.05.49.46,0.14844091575017312,0.15988798660849649,1.0771153344108226
2003.10.31.05.59.46,0.15046509746994693,0.15980420866617334,1.0620682892794573
2003.10.31.06.09.46,0.1487936726855346,0.15906283675062585,1.0690161340851803
2003.10.31.06.19.46,0.15135828542371327,0.1594750874451085,1.0536264136361813
2003.10.31.06.29.46,0.1508733334427944,0.1608855911432096,1.0663620102502174
2003.10.31.06.39.46,0.15023219073425143,0.16081935104916634,1.0704719824903755
2003.10.31.06.49.46,0.14884708261805552,0.1606366876219634,1.0792061543736147
2003.10.31.06.59.46,0.15194715685580465,0.1610248118740168,1.0597421840990857
2003.10.31.07.09.46,0.1497473984735941,0.1605911336501217,1.0724135129361845
2003.10.31.07.19.46,0.1502911156176364,0.16009086302418427,1.0652051012215515
2003.10.31.07.29.46,0.15075636938503212,0.15960785532193816,1.058713843886087
2003.10.31.07.39.46,0.1490322874583831,0.15974077251690275,1.0718534570001146
2003.10.31.07.49.46,0.1505538803831954,0.1608319045266575,1.0682680786260845
2003.10.31.07.59.46,0.15089798395770568,0.16026139018364263,1.0620512347505011
2003.10.31.08.09.46,0.15076022570391992,0.15902324632296297,1.0548090226083298
2003.10.31.08.19.46,0.14964371113816685,0.15959195802547899,1.0664795520750407
2003.10.31.08.29.46,0.14998794043319158,0.1617922292307425,1.0787015860305704
2003.10.31.08.39.46,0.1507464738069663,0.1602778401250661,1.0632277895289604
2003.10.31.08.49.46,0.15025629325292628,0.15998280898247122,1.0647328342725206
2003.10.31.08.59.46,0.1503824673112174,0.1605312440687657,1.0674864360121539
2003.10.31.09.09.46,0.14833278625615992,0.1601855197339069,1.079906363096815
2003.10.31.09.19.46,0.15067853593463884,0.1599121858325199,1.0612804593607574
2003.10.31.09.29.46,0.15025595073880393,0.16081430144978168,1.070269101882905
2003.10.31.09.39.46,0.15014123006304347,0.1603049803304626,1.0676945983668271
2003.10.31.09.49.46,0.15037789897455012,0.16033692415674838,1.0662266546487906
2003.10.31.09.59.46,0.15112856550151885,0.16019702453517007,1.060004930262903
2003.10.31.10.09.46,0.14913002794331864,0.16057778367313144,1.0767635860308686
2003.10.31.12.05.51,0.1492916462977647,0.1591140854465751,1.0657936287286924
2003.10.31.12.11.44,0.15036426895677793,0.16044217632330776,1.0670232857609723
2003.10.31.12.21.44,0.15028495134763994,0.16064869323066014,1.068960609762229
2003.10.31.12.31.44,0.15059822505801654,0.16130539064995433,1.071097555019742
2003.10.31.12.41.44,0.15085154611353424,0.16235729791881853,1.0762720177665583
2003.10.31.12.51.44,0.1501996480599863,0.1599868219670764,1.0651610974692918
2003.10.31.13.01.44,0.15084802019023152,0.1615565725157812,1.070989014718558
2003.10.31.13.11.44,0.15159723748178716,0.16057699823848137,1.0592343297665503
2003.10.31.13.21.44,0.15020673904031404,0.16037984452932358,1.0677273573343415
2003.10.31.13.31.44,0.14856050380574115,0.15884957553133208,1.0692584601021884
2003.10.31.13.41.44,0.15038609765912747,0.15938119549845153,1.059813360272921
2003.10.31.13.51.44,0.1505415739206802,0.16042842406521007,1.06567521440781
2003.10.31.14.01.44,0.14989118628061285,0.15944280405108244,1.06372367853963
2003.10.31.14.11.44,0.14967083251411661,0.16062162843008176,1.0731658649318483
2003.10.31.14.21.44,0.15086147655190796,0.1590280366950373,1.0541328398063199
2003.10.31.14.31.44,0.15087709728891302,0.1584589277608219,1.0502516989532913
2003.10.31.14.41.44,0.14913352851110268,0.1601515697486876,1.073880376516168
2003.10.31.14.51.44,0.1494547351912737,0.15865930295467234,1.0615876623220974
2003.10.31.15.01.44,0.15003173264606806,0.16040341674514177,1.06912993615518
2003.10.31.15.11.44,0.14967328742547883,0.16008058822531387,1.0695334550262803
2003.10.31.15.21.44,0.149730016143641,0.1601075979456374,1.0693086267488332
2003.10.31.15.31.44,0.14941712468267318,0.15943109827651647,1.067020253636326
2003.10.31.15.41.44,0.15064901341907494,0.16021580036172112,1.0635038141008817
2003.10.31.15.51.44,0.15039867543388016,0.15952063750205644,1.060651877696799
2003.10.31.16.01.44,0.14894177419249904,0.15971871285584582,1.072356722764818
2003.10.31.16.11.44,0.15119144156318215,0.15959377478215983,1.0555741325838632
2003.10.31.16.21.44,0.1491337588453525,0.159098471497411,1.0668172835527576
2003.10.31.16.31.44,0.14939084529583171,0.15969282617096095,1.0689599209023064
2003.10.31.16.41.44,0.15063678652665863,0.162211312528163,1.0768373135698563
2003.10.31.16.51.44,0.14926377134958102,0.16013591944130617,1.0728384925117709
2003.10.31.17.01.44,0.15080381825922876,0.15950796705097328,1.0577183581438387
2003.10.31.17.11.44,0.1513272773595259,0.16155260774236788,1.0675709664593283
2003.10.31.17.21.44,0.14789226805083067,0.15983410222594863,1.0807468458798235
2003.10.31.17.31.44,0.14985879258436507,0.16091869762738495,1.0738021763841021
2003.10.31.17.41.44,0.15163375338629465,0.16053356377298877,1.0586928054469602
2003.10.31.17.51.44,0.1494687333394304,0.15996625254448202,1.0702322082385798
2003.10.31.18.01.44,0.15077615001089986,0.16057128190391215,1.0649647301135106
2003.10.31.18.11.44,0.15011635444896362,0.15929670825150663,1.0611549210360296
2003.10.31.18.21.44,0.14949462913638403,0.16021880013286713,1.071736162418915
2003.10.31.18.31.44,0.1482185455867766,0.1598515687237304,1.0784856111689687
2003.10.31.18.41.44,0.151177746817488,0.1611718281931585,1.0661081514049553
2003.10.31.18.51.44,0.1497903539834404,0.15990289167374366,1.067511274400361
2003.10.31.19.01.44,0.15044853787534168,0.15899162145647605,1.0567840917683957
2003.10.31.19.11.44,0.1500168292968013,0.16010546649128077,1.0672500361577406
2003.10.31.19.21.44,0.14937827287863226,0.15895156663936777,1.0640875916975803
2003.10.31.19.31.44,0.14843150777378772,0.1600616885473379,1.0783538545689018
2003.10.31.19.41.44,0.15102161233604322,0.16128381791697208,1.0679519005405271
2003.10.31.19.51.44,0.15049182650147483,0.16062694870534838,1.0673466622041046
2003.10.31.20.01.44,0.1491262386657484,0.1594167292183838,1.0690052310358373
2003.10.31.20.11.44,0.14940994557236645,0.16034611322196315,1.0731957140316324
2003.10.31.20.21.44,0.14920028697950158,0.16014880440009924,1.0733813429065446
2003.10.31.20.31.44,0.1491031106236763,0.16012893806754802,1.0739476688162461
2003.10.31.20.41.44,0.15032710671622693,0.16071849905191374,1.069125206775267
2003.10.31.20.51.44,0.14933559904650373,0.16042482754539195,1.074257099912493
2003.10.31.21.01.44,0.14852351603181607,0.16066933513868242,1.0817770776734408
